date,timestamp,total_stocks,sma_breadth,volume_breadth,market_regime,market_score,momentum_breadth,method,index_momentum,sma20_percent,sma50_percent,sma20_roc_1d,sma20_roc_5d,sma20_ma5,sma20_ma10,breadth_momentum,long_count,short_count,signal_strength_diff,signal_ratio,best_strategy
2025-06-24,2025-06-24T00:00:00,564.0,"{'above_sma20': 253, 'below_sma20': 311, 'sma20_percent': 44.86, 'above_sma50': 389, 'below_sma50': 175, 'sma50_percent': 68.97}","{'above_avg_volume': 173, 'below_avg_volume': 391, 'volume_breadth_percent': 30.67, 'avg_volume_ratio': 0.94, 'volume_participation': 0.29}",Choppy/Sideways,0.432,,,,44.86,68.97,8.509999999999998,1.240000000000002,37.34,47.358,7.519999999999996,631,261,370,0.7066069428891377,NEUTRAL
2025-06-25,2025-06-25T00:00:00,564.0,"{'above_sma20': 333, 'below_sma20': 231, 'sma20_percent': 59.04, 'above_sma50': 428, 'below_sma50': 136, 'sma50_percent': 75.89}","{'above_avg_volume': 184, 'below_avg_volume': 380, 'volume_breadth_percent': 32.62, 'avg_volume_ratio': 1.06, 'volume_participation': 0.35}",Choppy/Sideways,0.524,,,,59.04,75.89,14.18,17.199999999999996,40.78,45.532,18.259999999999998,895,245,650,0.7843996494303243,LONG
2025-06-26,2025-06-26T00:00:00,564.0,"{'above_sma20': 352, 'below_sma20': 212, 'sma20_percent': 62.41, 'above_sma50': 432, 'below_sma50': 132, 'sma50_percent': 76.6}","{'above_avg_volume': 199, 'below_avg_volume': 365, 'volume_breadth_percent': 35.28, 'avg_volume_ratio': 1.03, 'volume_participation': 0.36}",Uptrend,0.543,,,,62.41,76.6,3.3699999999999974,34.03999999999999,47.588,45.690999999999995,14.821999999999996,759,382,377,0.6646234676007006,LONG
2025-06-27,2025-06-27T00:00:00,564.0,"{'above_sma20': 377, 'below_sma20': 187, 'sma20_percent': 66.84, 'above_sma50': 447, 'below_sma50': 117, 'sma50_percent': 79.26}","{'above_avg_volume': 307, 'below_avg_volume': 257, 'volume_breadth_percent': 54.43, 'avg_volume_ratio': 1.4, 'volume_participation': 0.76}",Uptrend,0.574,,,,66.84,79.26,4.430000000000007,31.560000000000002,53.9,47.269,12.940000000000005,1255,290,965,0.8117723156532989,LONG
2025-06-30,2025-06-30T00:00:00,564.0,"{'above_sma20': 393, 'below_sma20': 171, 'sma20_percent': 69.68, 'above_sma50': 443, 'below_sma50': 121, 'sma50_percent': 78.55}","{'above_avg_volume': 181, 'below_avg_volume': 383, 'volume_breadth_percent': 32.09, 'avg_volume_ratio': 1.05, 'volume_participation': 0.34}",Uptrend,0.585,,,,69.68,78.55,2.8400000000000034,33.330000000000005,60.56600000000001,48.829,9.113999999999997,817,245,572,0.768579492003763,LONG
2025-07-01,2025-07-01T00:00:00,564.0,"{'above_sma20': 375, 'below_sma20': 189, 'sma20_percent': 66.49, 'above_sma50': 440, 'below_sma50': 124, 'sma50_percent': 78.01}","{'above_avg_volume': 175, 'below_avg_volume': 389, 'volume_breadth_percent': 31.03, 'avg_volume_ratio': 1.05, 'volume_participation': 0.33}",Uptrend,0.567,,,,66.49,78.01,-3.190000000000012,21.629999999999995,64.892,51.116,1.597999999999999,614,240,374,0.7181286549707603,LONG
2025-07-02,2025-07-02T00:00:00,564.0,"{'above_sma20': 354, 'below_sma20': 210, 'sma20_percent': 62.77, 'above_sma50': 426, 'below_sma50': 138, 'sma50_percent': 75.53}","{'above_avg_volume': 177, 'below_avg_volume': 387, 'volume_breadth_percent': 31.38, 'avg_volume_ratio': 0.97, 'volume_participation': 0.3}",Uptrend,0.541,,,,62.77,75.53,-3.7199999999999918,3.730000000000004,65.638,53.209,-2.868000000000002,463,161,302,0.7408,LONG
2025-07-03,2025-07-03T00:00:00,564.0,"{'above_sma20': 356, 'below_sma20': 208, 'sma20_percent': 63.12, 'above_sma50': 430, 'below_sma50': 134, 'sma50_percent': 76.24}","{'above_avg_volume': 150, 'below_avg_volume': 414, 'volume_breadth_percent': 26.6, 'avg_volume_ratio': 0.9, 'volume_participation': 0.24}",Uptrend,0.545,,,,63.12,76.24,0.3499999999999943,0.7100000000000009,65.78,56.684000000000005,-2.6600000000000037,482,125,357,0.7927631578947368,LONG
2025-07-04,2025-07-04T00:00:00,564.0,"{'above_sma20': 356, 'below_sma20': 208, 'sma20_percent': 63.12, 'above_sma50': 438, 'below_sma50': 126, 'sma50_percent': 77.66}","{'above_avg_volume': 113, 'below_avg_volume': 451, 'volume_breadth_percent': 20.04, 'avg_volume_ratio': 0.87, 'volume_participation': 0.17}",Uptrend,0.549,,,,63.12,77.66,0.0,-3.720000000000006,65.03599999999999,59.467999999999996,-1.9159999999999897,478,152,326,0.757527733755943,LONG
2025-07-07,2025-07-07T00:00:00,564.0,"{'above_sma20': 338, 'below_sma20': 226, 'sma20_percent': 59.93, 'above_sma50': 433, 'below_sma50': 131, 'sma50_percent': 76.77}","{'above_avg_volume': 95, 'below_avg_volume': 469, 'volume_breadth_percent': 16.84, 'avg_volume_ratio': 0.77, 'volume_participation': 0.13}",Choppy/Sideways,0.53,,,,59.93,76.77,-3.1899999999999977,-9.750000000000007,63.086,61.826,-3.155999999999999,444,334,110,0.5699614890885751,NEUTRAL
2025-07-08,2025-07-08T00:00:00,564.0,"{'above_sma20': 338, 'below_sma20': 226, 'sma20_percent': 59.93, 'above_sma50': 424, 'below_sma50': 140, 'sma50_percent': 75.18}","{'above_avg_volume': 131, 'below_avg_volume': 433, 'volume_breadth_percent': 23.23, 'avg_volume_ratio': 0.94, 'volume_participation': 0.22}",Choppy/Sideways,0.526,,,,59.93,75.18,0.0,-6.559999999999995,61.774,63.333000000000006,-1.8440000000000012,350,306,44,0.532724505327245,NEUTRAL
2025-07-09,2025-07-09T00:00:00,564.0,"{'above_sma20': 349, 'below_sma20': 215, 'sma20_percent': 61.88, 'above_sma50': 426, 'below_sma50': 138, 'sma50_percent': 75.53}","{'above_avg_volume': 148, 'below_avg_volume': 416, 'volume_breadth_percent': 26.24, 'avg_volume_ratio': 0.92, 'volume_participation': 0.24}",Uptrend,0.536,,,,61.88,75.53,1.9500000000000028,-0.8900000000000006,61.596000000000004,63.617,0.2839999999999989,567,218,349,0.7213740458015268,LONG
2025-07-10,2025-07-10T00:00:00,564.0,"{'above_sma20': 352, 'below_sma20': 212, 'sma20_percent': 62.41, 'above_sma50': 423, 'below_sma50': 141, 'sma50_percent': 75.0}","{'above_avg_volume': 116, 'below_avg_volume': 448, 'volume_breadth_percent': 20.57, 'avg_volume_ratio': 0.83, 'volume_participation': 0.17}",Uptrend,0.537,,,,62.41,75.0,0.529999999999994,-0.7100000000000009,61.45399999999999,63.617,0.9560000000000031,485,340,145,0.5871670702179177,LONG
2025-07-11,2025-07-11T00:00:00,564.0,"{'above_sma20': 297, 'below_sma20': 267, 'sma20_percent': 52.66, 'above_sma50': 383, 'below_sma50': 181, 'sma50_percent': 67.91}","{'above_avg_volume': 149, 'below_avg_volume': 415, 'volume_breadth_percent': 26.42, 'avg_volume_ratio': 0.87, 'volume_participation': 0.23}",Choppy/Sideways,0.467,,,,52.66,67.91,-9.75,-10.46,59.362,62.19899999999999,-6.702000000000005,387,392,-5,0.49615384615384617,NEUTRAL
2025-07-14,2025-07-14T00:00:00,564.0,"{'above_sma20': 316, 'below_sma20': 248, 'sma20_percent': 56.03, 'above_sma50': 368, 'below_sma50': 196, 'sma50_percent': 65.25}","{'above_avg_volume': 154, 'below_avg_volume': 410, 'volume_breadth_percent': 27.3, 'avg_volume_ratio': 0.89, 'volume_participation': 0.24}",Choppy/Sideways,0.476,,,,56.03,65.25,3.3700000000000045,-3.8999999999999986,58.581999999999994,60.834,-2.5519999999999925,382,199,183,0.6563573883161512,LONG
2025-07-15,2025-07-15T00:00:00,564.0,"{'above_sma20': 369, 'below_sma20': 195, 'sma20_percent': 65.43, 'above_sma50': 413, 'below_sma50': 151, 'sma50_percent': 73.23}","{'above_avg_volume': 164, 'below_avg_volume': 400, 'volume_breadth_percent': 29.08, 'avg_volume_ratio': 0.97, 'volume_participation': 0.28}",Uptrend,0.547,,,,65.43,73.23,9.400000000000006,5.500000000000007,59.682,60.727999999999994,5.748000000000005,656,282,374,0.6986155484558041,LONG
2025-07-16,2025-07-16T00:00:00,564.0,"{'above_sma20': 371, 'below_sma20': 193, 'sma20_percent': 65.78, 'above_sma50': 427, 'below_sma50': 137, 'sma50_percent': 75.71}","{'above_avg_volume': 150, 'below_avg_volume': 414, 'volume_breadth_percent': 26.6, 'avg_volume_ratio': 0.96, 'volume_participation': 0.26}",Uptrend,0.557,,,,65.78,75.71,0.3499999999999943,3.8999999999999986,60.462,61.028999999999996,5.317999999999998,646,258,388,0.7138121546961326,LONG
2025-07-17,2025-07-17T00:00:00,564.0,"{'above_sma20': 367, 'below_sma20': 197, 'sma20_percent': 65.07, 'above_sma50': 421, 'below_sma50': 143, 'sma50_percent': 74.65}","{'above_avg_volume': 152, 'below_avg_volume': 412, 'volume_breadth_percent': 26.95, 'avg_volume_ratio': 0.95, 'volume_participation': 0.25}",Uptrend,0.55,,,,65.07,74.65,-0.710000000000008,2.6599999999999966,60.99399999999999,61.224000000000004,4.0760000000000005,796,451,345,0.6378205128205128,LONG
2025-07-18,2025-07-18T00:00:00,564.0,"{'above_sma20': 312, 'below_sma20': 252, 'sma20_percent': 55.32, 'above_sma50': 383, 'below_sma50': 181, 'sma50_percent': 67.91}","{'above_avg_volume': 126, 'below_avg_volume': 438, 'volume_breadth_percent': 22.34, 'avg_volume_ratio': 0.92, 'volume_participation': 0.21}",Choppy/Sideways,0.481,,,,55.32,67.91,-9.749999999999993,2.6600000000000037,61.525999999999996,60.443999999999996,-6.205999999999996,469,464,5,0.5021413276231264,NEUTRAL
2025-07-21,2025-07-21T00:00:00,564.0,"{'above_sma20': 308, 'below_sma20': 256, 'sma20_percent': 54.61, 'above_sma50': 375, 'below_sma50': 189, 'sma50_percent': 66.49}","{'above_avg_volume': 128, 'below_avg_volume': 436, 'volume_breadth_percent': 22.7, 'avg_volume_ratio': 0.86, 'volume_participation': 0.19}",Choppy/Sideways,0.473,"{'daily_count': 9, 'weekly_count': 9, 'daily_percent': 1.49, 'weekly_percent': 1.49, 'top_movers': [{'Ticker': 'LAURUSLABS', 'WM': 28.2594146594848, 'Slope': 0.8383907988720022}, {'Ticker': 'AGI', 'WM': 23.19103908085006, 'Slope': 0.002247241511045119}, {'Ticker': 'BALAMINES', 'WM': 18.45411973541439, 'Slope': 0.1060806629313036}, {'Ticker': 'JAGSNPHARM', 'WM': 8.526905833961635, 'Slope': 1.086964047705602}, {'Ticker': 'DABUR', 'WM': 6.019807784806872, 'Slope': 0.6471560846560839}]}",,,54.61,66.49,-0.7100000000000009,-1.4200000000000017,61.242,59.912,-6.631999999999998,422,159,263,0.7250859106529209,LONG
2025-07-22,2025-07-22T00:00:00,564.0,"{'above_sma20': 262, 'below_sma20': 302, 'sma20_percent': 46.45, 'above_sma50': 351, 'below_sma50': 213, 'sma50_percent': 62.23}","{'above_avg_volume': 127, 'below_avg_volume': 437, 'volume_breadth_percent': 22.52, 'avg_volume_ratio': 0.96, 'volume_participation': 0.22}",Choppy/Sideways,0.419,"{'daily_count': 9, 'weekly_count': 9, 'daily_percent': 1.49, 'weekly_percent': 1.49, 'top_movers': [{'Ticker': 'LAURUSLABS', 'WM': 28.29985583595541, 'Slope': 0.84317906509799}, {'Ticker': 'AGI', 'WM': 23.3601567279089, 'Slope': 0.02229379485225107}, {'Ticker': 'BALAMINES', 'WM': 18.45411973541439, 'Slope': 0.1060806629313036}, {'Ticker': 'JAGSNPHARM', 'WM': 8.526905833961635, 'Slope': 1.086964047705602}, {'Ticker': 'DABUR', 'WM': 6.019807784806872, 'Slope': 0.6471560846560839}]}",,,46.45,62.23,-8.159999999999997,-18.980000000000004,57.44599999999999,58.564,-10.995999999999988,421,526,-105,0.4440928270042194,SHORT
2025-07-23,2025-07-23T00:00:00,564.0,"{'above_sma20': 278, 'below_sma20': 286, 'sma20_percent': 49.29, 'above_sma50': 343, 'below_sma50': 221, 'sma50_percent': 60.82}","{'above_avg_volume': 128, 'below_avg_volume': 436, 'volume_breadth_percent': 22.7, 'avg_volume_ratio': 0.92, 'volume_participation': 0.21}",Choppy/Sideways,0.429,"{'daily_count': 9, 'weekly_count': 9, 'daily_percent': 1.49, 'weekly_percent': 1.49, 'top_movers': [{'Ticker': 'LAURUSLABS', 'WM': 28.29985583595541, 'Slope': 0.84317906509799}, {'Ticker': 'AGI', 'WM': 23.3601567279089, 'Slope': 0.02229379485225107}, {'Ticker': 'BALAMINES', 'WM': 18.55706091188495, 'Slope': 0.1127877925758374}, {'Ticker': 'JAGSNPHARM', 'WM': 8.541611716314577, 'Slope': 1.092228391538241}, {'Ticker': 'DABUR', 'WM': 6.019807784806872, 'Slope': 0.6471560846560839}]}",,,49.29,60.82,2.8399999999999963,-16.490000000000002,54.148,57.30499999999999,-4.858000000000004,356,356,0,0.4992987377279102,SHORT
2025-07-24,2025-07-24T00:00:00,564.0,"{'above_sma20': 262, 'below_sma20': 302, 'sma20_percent': 46.45, 'above_sma50': 328, 'below_sma50': 236, 'sma50_percent': 58.16}","{'above_avg_volume': 145, 'below_avg_volume': 419, 'volume_breadth_percent': 25.71, 'avg_volume_ratio': 0.97, 'volume_participation': 0.25}",Choppy/Sideways,0.407,"{'daily_count': 9, 'weekly_count': 9, 'daily_percent': 1.49, 'weekly_percent': 1.49, 'top_movers': [{'Ticker': 'LAURUSLABS', 'WM': 28.31088524772011, 'Slope': 0.8444838942487196}, {'Ticker': 'AGI', 'WM': 23.19471555143829, 'Slope': 0.002684064397573149}, {'Ticker': 'BALAMINES', 'WM': 18.54970797070848, 'Slope': 0.1123090745732331}, {'Ticker': 'JAGSNPHARM', 'WM': 8.519552892785164, 'Slope': 1.084329004329012}, {'Ticker': 'DABUR', 'WM': 6.0345136671598, 'Slope': 0.6500017630154721}]}",,,46.45,58.16,-2.8399999999999963,-18.61999999999999,50.424,55.709,-3.9739999999999966,361,603,-242,0.37409326424870465,SHORT
2025-07-25,2025-07-25T00:00:00,564.0,"{'above_sma20': 147, 'below_sma20': 417, 'sma20_percent': 26.06, 'above_sma50': 239, 'below_sma50': 325, 'sma50_percent': 42.38}","{'above_avg_volume': 156, 'below_avg_volume': 408, 'volume_breadth_percent': 27.66, 'avg_volume_ratio': 0.98, 'volume_participation': 0.27}",Choppy/Sideways,0.258,"{'daily_count': 9, 'weekly_count': 9, 'daily_percent': 1.49, 'weekly_percent': 1.49, 'top_movers': [{'Ticker': 'LAURUSLABS', 'WM': 28.31088524772011, 'Slope': 0.8444838942487196}, {'Ticker': 'AGI', 'WM': 23.19471555143829, 'Slope': 0.002684064397573149}, {'Ticker': 'BALAMINES', 'WM': 18.54970797070848, 'Slope': 0.1123090745732331}, {'Ticker': 'JAGSNPHARM', 'WM': 8.519552892785164, 'Slope': 1.084329004329012}, {'Ticker': 'DABUR', 'WM': 6.0345136671598, 'Slope': 0.6500017630154721}]}",,,26.06,42.38,-20.390000000000004,-29.26,44.571999999999996,53.049,-18.511999999999997,124,523,-399,0.19135802469135801,SHORT
2025-07-28,2025-07-28T00:00:00,564.0,"{'above_sma20': 110, 'below_sma20': 454, 'sma20_percent': 19.5, 'above_sma50': 207, 'below_sma50': 357, 'sma50_percent': 36.7}","{'volume_breadth_percent': 9.26, 'volume_participation': 0.0926}",Downtrend,0.208,"{'daily_count': 10, 'weekly_count': 10, 'daily_percent': 1.66, 'weekly_percent': 1.66, 'top_movers': [{'Ticker': 'LAURUSLABS', 'WM': 28.30353230654364, 'Slope': 0.8436140586671961}, {'Ticker': 'AGI', 'WM': 23.1836861396736, 'Slope': 0.001373458293071811}, {'Ticker': 'BALAMINES', 'WM': 18.45411973541439, 'Slope': 0.1060806629313036}, {'Ticker': 'NAVA', 'WM': 11.80961395473673, 'Slope': 0.005072651644102596}, {'Ticker': 'JAGSNPHARM', 'WM': 8.519552892785164, 'Slope': 1.084329004329012}]}",,,19.5,36.7,-6.559999999999999,-35.11,37.55,49.396,-18.049999999999997,119,291,-172,0.2895377128953771,SHORT
2025-07-29,2025-07-29T21:15:52.008681,,"{'above_sma20': 151, 'below_sma20': 348, 'sma20_percent': 30.29, 'above_sma50': 176, 'below_sma50': 323, 'sma50_percent': 35.29}","{'volume_breadth_percent': 11.79, 'volume_participation': 0.1179}",Downtrend,0.323,"{'daily_count': 10, 'weekly_count': 10, 'daily_percent': 1.66, 'weekly_percent': 1.66, 'top_movers': [{'Ticker': 'LAURUSLABS', 'WM': 28.2594146594848, 'Slope': 0.8383907988720022}, {'Ticker': 'AGI', 'WM': 23.18736261026183, 'Slope': 0.001810372811951839}, {'Ticker': 'BALAMINES', 'WM': 18.49823738247318, 'Slope': 0.1089564867601661}, {'Ticker': 'NAVA', 'WM': 11.80961395473673, 'Slope': 0.005072651644102596}, {'Ticker': 'JAGSNPHARM', 'WM': 8.515876422196932, 'Slope': 1.083010763861831}]}",index_approximation,-2.36,30.29,35.29,10.79,-16.160000000000004,34.318,45.882,-4.027999999999999,306,165,141,0.6483050847457628,NEUTRAL
2025-07-30,2025-07-30T18:41:59.910559,,"{'above_sma20': 157, 'below_sma20': 342, 'sma20_percent': 31.52, 'above_sma50': 182, 'below_sma50': 317, 'sma50_percent': 36.52}","{'volume_breadth_percent': 14.166666666666666, 'volume_participation': 0.14166666666666666}",Downtrend,0.335,"{'daily_count': 10, 'weekly_count': 10, 'daily_percent': 1.66, 'weekly_percent': 1.66, 'top_movers': [{'Ticker': 'LAURUSLABS', 'WM': 28.2594146594848, 'Slope': 0.8383907988720022}, {'Ticker': 'AGI', 'WM': 23.18736261026183, 'Slope': 0.001810372811951839}, {'Ticker': 'BALAMINES', 'WM': 18.49823738247318, 'Slope': 0.1089564867601661}, {'Ticker': 'NAVA', 'WM': 11.80961395473673, 'Slope': 0.005072651644102596}, {'Ticker': 'JAGSNPHARM', 'WM': 8.515876422196932, 'Slope': 1.083010763861831}]}",index_approximation,-1.74,31.52,36.52,1.2300000000000004,-17.77,30.764,42.456,0.7560000000000002,392,455,-63,0.46226415094339623,NEUTRAL
